Type,Subtype,Subset,Filter,Genotype,QQ.Field,QQ,METRIC.Recall,METRIC.Precision,METRIC.Frac_NA,METRIC.F1_Score,TRUTH.TOTAL,TRUTH.TP,TRUTH.FN,QUERY.TOTAL,QUERY.TP,QUERY.FP,QUERY.UNK,FP.gt,FP.al,TRUTH.TOTAL.TiTv_ratio,TRUTH.TOTAL.het_hom_ratio,TRUTH.FN.TiTv_ratio,TRUTH.FN.het_hom_ratio,TRUTH.TP.TiTv_ratio,TRUTH.TP.het_hom_ratio,QUERY.FP.TiTv_ratio,QUERY.FP.het_hom_ratio,QUERY.TP.TiTv_ratio,QUERY.TOTAL.TiTv_ratio,QUERY.TOTAL.het_hom_ratio,QUERY.TP.het_hom_ratio,QUERY.UNK.TiTv_ratio,QUERY.UNK.het_hom_ratio
SNP,*,*,PASS,*,QUAL,47.450001,0.995584,0.990376,0.191375,0.992973,3191551,3177457,14094,3971027,3180169,30904,759954,1032,1471,,,,,,,,,,,,,,
SNP,*,*,PASS,*,QUAL,47.959999,0.995583,0.990376,0.191372,0.992973,3191551,3177455,14096,3971009,3180167,30904,759938,1032,1471,,,,,,,,,,,,,,
SNP,*,*,PASS,*,QUAL,48.470001,0.995583,0.990376,0.191367,0.992973,3191551,3177455,14096,3970986,3180167,30903,759916,1032,1471,,,,,,,,,,,,,,
SNP,*,*,PASS,*,QUAL,48.980000,0.995583,0.990376,0.191361,0.992973,3191551,3177454,14097,3970955,3180166,30902,759887,1032,1471,,,,,,,,,,,,,,
SNP,*,*,PASS,*,QUAL,49.490002,0.995583,0.990376,0.191357,0.992973,3191551,3177453,14098,3970934,3180165,30902,759867,1032,1471,,,,,,,,,,,,,,
SNP,*,*,PASS,*,QUAL,50.000000,0.995583,0.990376,0.191355,0.992973,3191551,3177453,14098,3970925,3180165,30902,759858,1032,1471,,,,,,,,,,,,,,
SNP,*,*,PASS,*,QUAL,50.509998,0.995583,0.990377,0.191351,0.992973,3191551,3177453,14098,3970900,3180165,30900,759835,1032,1471,,,,,,,,,,,,,,
SNP,*,*,PASS,*,QUAL,51.020000,0.995583,0.990377,0.191347,0.992973,3191551,3177453,14098,3970882,3180165,30900,759817,1032,1471,,,,,,,,,,,,,,
SNP,*,*,PASS,*,QUAL,51.529999,0.995583,0.990377,0.191343,0.992973,3191551,3177453,14098,3970861,3180165,30900,759796,1032,1471,,,,,,,,,,,,,,
SNP,*,*,PASS,*,QUAL,52.040001,0.995582,0.990377,0.191338,0.992973,3191551,3177452,14099,3970836,3180163,30900,759773,1032,1471,,,,,,,,,,,,,,
SNP,*,*,PASS,*,QUAL,52.549999,0.995582,0.990377,0.191335,0.992973,3191551,3177452,14099,3970822,3180163,30900,759759,1032,1471,,,,,,,,,,,,,,
SNP,*,*,PASS,*,QUAL,53.070000,0.995582,0.990377,0.191331,0.992973,3191551,3177452,14099,3970800,3180163,30900,759737,1032,1471,,,,,,,,,,,,,,
SNP,*,*,PASS,*,QUAL,53.580002,0.995582,0.990378,0.191325,0.992973,3191551,3177450,14101,3970764,3180160,30898,759706,1032,1471,,,,,,,,,,,,,,
SNP,*,*,PASS,*,QUAL,54.090000,0.995581,0.990379,0.191319,0.992973,3191551,3177447,14104,3970728,3180157,30895,759676,1032,1471,,,,,,,,,,,,,,
SNP,*,*,PASS,*,QUAL,54.599998,0.995581,0.990379,0.191314,0.992973,3191551,3177447,14104,3970703,3180156,30895,759652,1032,1471,,,,,,,,,,,,,,
SNP,*,*,PASS,*,QUAL,55.110001,0.995581,0.990379,0.191309,0.992973,3191551,3177446,14105,3970670,3180154,30893,759623,1032,1470,,,,,,,,,,,,,,
SNP,*,*,PASS,*,QUAL,55.619999,0.995581,0.990379,0.191305,0.992973,3191551,3177446,14105,3970648,3180152,30893,759603,1032,1470,,,,,,,,,,,,,,
SNP,*,*,PASS,*,QUAL,56.130001,0.99558,0.99038,0.191299,0.992973,3191551,3177445,14106,3970617,3180151,30890,759576,1032,1469,,,,,,,,,,,,,,
SNP,*,*,PASS,*,QUAL,56.639999,0.99558,0.99038,0.19129,0.992973,3191551,3177445,14106,3970571,3180150,30890,759531,1032,1469,,,,,,,,,,,,,,
SNP,*,*,PASS,*,QUAL,57.150002,0.99558,0.990381,0.191286,0.992973,3191551,3177444,14107,3970545,3180149,30888,759508,1032,1469,,,,,,,,,,,,,,
SNP,*,*,PASS,*,QUAL,57.660000,0.99558,0.990381,0.191279,0.992973,3191551,3177444,14107,3970510,3180147,30888,759475,1032,1469,,,,,,,,,,,,,,
SNP,*,*,PASS,*,QUAL,58.169998,0.995579,0.990381,0.191268,0.992973,3191551,3177442,14109,3970454,3180145,30887,759422,1032,1468,,,,,,,,,,,,,,
SNP,*,*,PASS,*,QUAL,58.680000,0.995578,0.990382,0.191258,0.992973,3191551,3177439,14112,3970396,3180141,30885,759370,1032,1468,,,,,,,,,,,,,,
SNP,*,*,PASS,*,QUAL,59.189999,0.995578,0.990382,0.191246,0.992973,3191551,3177438,14113,3970333,3180139,30885,759309,1032,1468,,,,,,,,,,,,,,
SNP,*,*,PASS,*,QUAL,59.700001,0.995576,0.990382,0.191236,0.992972,3191551,3177433,14118,3970277,3180134,30884,759259,1032,1468,,,,,,,,,,,,,,
SNP,*,*,PASS,*,QUAL,60.209999,0.995576,0.990382,0.191229,0.992972,3191551,3177431,14120,3970238,3180131,30882,759225,1032,1468,,,,,,,,,,,,,,
SNP,*,*,PASS,*,QUAL,60.720001,0.995575,0.990382,0.19122,0.992972,3191551,3177429,14122,3970193,3180130,30882,759181,1032,1468,,,,,,,,,,,,,,
SNP,*,*,PASS,*,QUAL,61.230000,0.995575,0.990383,0.191214,0.992972,3191551,3177427,14124,3970153,3180126,30880,759147,1032,1467,,,,,,,,,,,,,,
SNP,*,*,PASS,*,QUAL,61.740002,0.995574,0.990384,0.191206,0.992972,3191551,3177424,14127,3970108,3180123,30877,759108,1032,1467,,,,,,,,,,,,,,
SNP,*,*,PASS,*,QUAL,62.250000,0.995572,0.990384,0.191196,0.992971,3191551,3177420,14131,3970053,3180118,30877,759058,1032,1467,,,,,,,,,,,,,,
SNP,*,*,PASS,*,QUAL,62.759998,0.995572,0.990384,0.191185,0.992971,3191551,3177419,14132,3969997,3180116,30877,759004,1032,1467,,,,,,,,,,,,,,
SNP,*,*,PASS,*,QUAL,63.270000,0.995572,0.990386,0.191173,0.992972,3191551,3177419,14132,3969932,3180115,30872,758945,1032,1466,,,,,,,,,,,,,,
SNP,*,*,PASS,*,QUAL,63.779999,0.995571,0.990386,0.191164,0.992972,3191551,3177416,14135,3969878,3180112,30870,758896,1032,1466,,,,,,,,,,,,,,
SNP,*,*,PASS,*,QUAL,64.290001,0.99557,0.990387,0.191153,0.992972,3191551,3177414,14137,3969819,3180108,30868,758843,1032,1466,,,,,,,,,,,,,,
SNP,*,*,PASS,*,QUAL,64.800003,0.99557,0.990387,0.191142,0.992972,3191551,3177412,14139,3969758,3180105,30866,758787,1032,1465,,,,,,,,,,,,,,
SNP,*,*,PASS,*,QUAL,65.309998,0.995567,0.990388,0.191133,0.992971,3191551,3177403,14148,3969704,3180098,30865,758741,1032,1465,,,,,,,,,,,,,,
SNP,*,*,PASS,*,QUAL,65.820000,0.995565,0.990388,0.191121,0.99297,3191551,3177398,14153,3969639,3180092,30865,758682,1032,1465,,,,,,,,,,,,,,
SNP,*,*,PASS,*,QUAL,66.330002,0.995565,0.990389,0.191108,0.99297,3191551,3177397,14154,3969567,3180089,30862,758616,1032,1465,,,,,,,,,,,,,,
SNP,*,*,PASS,*,QUAL,66.839996,0.995565,0.990389,0.191095,0.99297,3191551,3177395,14156,3969498,3180085,30860,758553,1032,1464,,,,,,,,,,,,,,
SNP,*,*,PASS,*,QUAL,67.349998,0.995564,0.990389,0.191084,0.99297,3191551,3177392,14159,3969434,3180081,30859,758494,1032,1464,,,,,,,,,,,,,,
SNP,*,*,PASS,*,QUAL,67.860001,0.995563,0.990391,0.191071,0.99297,3191551,3177389,14162,3969361,3180078,30854,758429,1032,1463,,,,,,,,,,,,,,
SNP,*,*,PASS,*,QUAL,68.370003,0.995562,0.990391,0.191056,0.99297,3191551,3177386,14165,3969283,3180075,30853,758355,1032,1463,,,,,,,,,,,,,,
SNP,*,*,PASS,*,QUAL,68.879997,0.99556,0.990392,0.191044,0.992969,3191551,3177382,14169,3969213,3180067,30851,758295,1032,1463,,,,,,,,,,,,,,
SNP,*,*,PASS,*,QUAL,69.389999,0.995558,0.990392,0.191031,0.992968,3191551,3177375,14176,3969134,3180058,30850,758226,1032,1463,,,,,,,,,,,,,,
SNP,*,*,PASS,*,QUAL,69.900002,0.995558,0.990393,0.191016,0.992969,3191551,3177373,14178,3969055,3180055,30847,758153,1032,1462,,,,,,,,,,,,,,
SNP,*,*,PASS,*,QUAL,70.410004,0.995556,0.990393,0.191003,0.992968,3191551,3177369,14182,3968987,3180050,30847,758090,1032,1462,,,,,,,,,,,,,,
SNP,*,*,PASS,*,QUAL,70.919998,0.995554,0.990393,0.19099,0.992967,3191551,3177360,14191,3968912,3180042,30847,758023,1032,1462,,,,,,,,,,,,,,
SNP,*,*,PASS,*,QUAL,71.430000,0.995553,0.990394,0.190977,0.992966,3191551,3177357,14194,3968839,3180039,30845,757955,1032,1461,,,,,,,,,,,,,,
SNP,*,*,PASS,*,QUAL,71.940002,0.995551,0.990394,0.19096,0.992966,3191551,3177351,14200,3968749,3180031,30844,757874,1032,1460,,,,,,,,,,,,,,
SNP,*,*,PASS,*,QUAL,72.449997,0.99555,0.990395,0.190949,0.992966,3191551,3177349,14202,3968686,3180028,30841,757817,1032,1460,,,,,,,,,,,,,,
SNP,*,*,PASS,*,QUAL,72.959999,0.995548,0.990395,0.190934,0.992965,3191551,3177342,14209,3968602,3180020,30839,757743,1032,1459,,,,,,,,,,,,,,
SNP,*,*,PASS,*,QUAL,73.470001,0.995547,0.990396,0.19092,0.992965,3191551,3177340,14211,3968527,3180017,30838,757672,1032,1459,,,,,,,,,,,,,,
SNP,*,*,PASS,*,QUAL,73.980003,0.995545,0.990398,0.190902,0.992965,3191551,3177334,14217,3968425,3180011,30832,757582,1032,1456,,,,,,,,,,,,,,
SNP,*,*,PASS,*,QUAL,74.489998,0.995543,0.990398,0.190884,0.992964,3191551,3177327,14224,3968328,3180006,30831,757491,1032,1456,,,,,,,,,,,,,,
SNP,*,*,PASS,*,QUAL,75.000000,0.995542,0.990398,0.190866,0.992964,3191551,3177323,14228,3968232,3180001,30829,757402,1032,1455,,,,,,,,,,,,,,
SNP,*,*,PASS,*,QUAL,75.510002,0.99554,0.990399,0.190848,0.992963,3191551,3177318,14233,3968126,3179993,30826,757307,1032,1455,,,,,,,,,,,,,,
SNP,*,*,PASS,*,QUAL,76.019997,0.995538,0.990399,0.19083,0.992962,3191551,3177311,14240,3968029,3179984,30826,757219,1032,1455,,,,,,,,,,,,,,
